starting_condition, probability, yellow_lifeforce, blue_lifeforce, purple_lifeforce
BBBBYPBP, 0.003952734, 5012.40, 217.87, 5906.03
BBBBBPBP, 0.0019763673, 0.00, 507.68, 6938.11
BBPPPPPP, 0.00018583376, 0.00, 8019.83, 221.77
BBPPPPYB, 0.0014844711, 5012.40, 6658.54, 147.85
BBPPPPYP, 0.0012865416, 4954.42, 4526.12, 1059.86
BBPPPPBP, 0.0012865416, 0.00, 9002.76, 194.05
BBPPYBYB, 0.0039527346, 6979.74, 413.70, 4526.12
BBPPYBYP, 0.006851406, 7158.30, 4753.46, 120.13
BBPPYBBP, 0.006851406, 5012.40, 5857.80, 120.13
BBPPYPYP, 0.0029689423, 6979.74, 4526.12, 413.70
BBPPYPBP, 0.0059378846, 4954.42, 4271.60, 1531.43
BBPPBPBP, 0.0029689423, 0.00, 8909.02, 166.33
BBYBYBYB, 0.003508345, 8516.32, 223.12, 0.00
BBYBYBYP, 0.009121696, 8516.32, 166.33, 3123.82
BBYBYBBP, 0.009121696, 7037.71, 466.11, 2681.66
BBYBYPYP, 0.007905469, 8516.32, 120.13, 3608.02
BBYBYPBP, 0.015810937, 7164.10, 166.33, 4820.86
BBYBBPBP, 0.007905469, 5012.40, 1044.84, 3827.11
BBYPYPYP, 0.0022838018, 8458.34, 3678.99, 138.61
BBYPYPBP, 0.006851406, 6979.74, 4271.60, 585.70
BBYPBPBP, 0.006851406, 5012.40, 166.33, 6637.60
BBBPBPBP, 0.0022838018, 0.00, 7817.86, 138.61
PPPPPPPP, 0.000034895445, 0.00, 0.00, 295.70
PPPPPPYB, 0.00037166753, 5012.40, 3923.73, 221.77
PPPPPPYP, 0.00032211182, 5012.40, 0.00, 334.15
PPPPPPBP, 0.00032211182, 0.00, 5012.40, 334.15
PPPPYBYB, 0.0014844714, 7164.10, 5060.29, 147.85
PPPPYBYP, 0.0025730832, 7164.10, 3421.20, 401.66
PPPPYBBP, 0.0025730832, 5012.40, 5906.03, 217.87
PPPPYPYP, 0.0011150027, 7164.10, 0.00, 281.02
PPPPYPBP, 0.0022300053, 5012.40, 2681.66, 839.84
PPPPBPBP, 0.0011150027, 0.00, 7152.49, 300.07
PPYBYBYB, 0.0026351565, 8458.34, 138.61, 3678.99
PPYBYBYP, 0.006851406, 8516.32, 3608.02, 120.13
PPYBYBBP, 0.006851406, 7158.30, 4753.46, 120.13
PPYBYPYP, 0.0059378846, 8516.32, 3123.82, 166.33
PPYBYPBP, 0.011875769, 7164.10, 4820.86, 166.33
PPYBBPBP, 0.0059378846, 5012.40, 6637.60, 166.33
PPYPYPYP, 0.0017153887, 8516.32, 0.00, 223.12
PPYPYPBP, 0.0051461663, 7037.71, 2681.66, 466.11
PPYPBPBP, 0.0051461663, 5012.40, 3827.11, 1044.84
PPBPBPBP, 0.0017153887, 0.00, 8504.71, 242.18
YBYBYBYB, 0.0017541725, 9050.57, 189.05, 0.00
YBYBYBYP, 0.006081131, 9050.57, 138.61, 2296.98
YBYBYBBP, 0.006081131, 8516.32, 299.99, 2152.21
YBYBYPYP, 0.007905469, 9050.57, 2098.11, 92.41
YBYBYPBP, 0.015810937, 8516.32, 138.61, 3673.02
YBYBBPBP, 0.007905469, 6938.11, 4071.33, 92.41
YBYPYPYP, 0.0045676036, 9050.57, 2296.98, 138.61
YBYPYPBP, 0.013702812, 8516.32, 3673.02, 138.61
YBYPBPBP, 0.013702812, 7164.10, 5035.62, 138.61
YBBPBPBP, 0.0045676036, 5012.40, 6400.91, 138.61
YPYPYPYP, 0.0009896475, 9050.57, 0.00, 189.05
YPYPYPBP, 0.0039585894, 8516.32, 2152.21, 299.99
YPYPBPBP, 0.0059378846, 7037.71, 3827.11, 507.66
YPBPBPBP, 0.0039585894, 5012.40, 138.61, 6400.91
BPBPBPBP, 0.0009896475, 0.00, 9050.57, 189.05
YYYYYYYYYY, 0.0000066706457, 369.62, 0.00, 0.00
YYYYYYYYBB, 0.00003335323, 295.70, 11891.21, 0.00
YYYYYYYYPP, 0.000025051977, 295.70, 0.00, 11891.21
YYYYYYYYYB, 0.00006670646, 408.07, 7432.01, 0.00
YYYYYYYYYP, 0.000057812256, 408.07, 0.00, 7432.01
YYYYYYYYBP, 0.000057812256, 295.70, 7432.01, 5324.75
YYYYYYBBBB, 0.00006670646, 12609.72, 147.85, 0.00
YYYYYYBBPP, 0.00010020791, 12609.72, 1116.47, 73.92
YYYYYYBBYB, 0.00026682584, 9692.31, 120.13, 0.00
YYYYYYBBYP, 0.00023124903, 9692.31, 73.92, 697.79
YYYYYYBBBP, 0.00023124903, 12609.72, 120.13, 1076.92
YYYYYYPPPP, 0.000037633632, 12609.72, 0.00, 147.85
YYYYYYPPYB, 0.00020041582, 9692.31, 697.79, 73.92
YYYYYYPPYP, 0.0001736937, 9692.31, 0.00, 120.13
YYYYYYPPBP, 0.0001736937, 12609.72, 1076.92, 120.13
YYYYYYYBYB, 0.00026682584, 1467.53, 10024.79, 0.00
YYYYYYYBYP, 0.00046249805, 1467.53, 6539.54, 5012.40
YYYYYYYBBP, 0.00046249805, 9692.31, 92.41, 622.88
YYYYYYYPYP, 0.00020041583, 6228.76, 0.00, 92.41
YYYYYYYPBP, 0.00040083163, 9692.31, 622.88, 92.41
YYYYYYBPBP, 0.00020041583, 12609.72, 1245.75, 92.41
YYYYBBBBBB, 0.00006670646, 16039.67, 221.77, 0.00
YYYYBBBBPP, 0.00015031187, 16039.67, 147.85, 4203.24
YYYYBBBBYB, 0.0004002388, 15550.22, 194.05, 0.00
YYYYBBBBYP, 0.00034687357, 15550.22, 147.85, 2627.02
YYYYBBBBBP, 0.00034687357, 16039.67, 249.64, 2681.66
YYYYBBPPPP, 0.0001129009, 16039.67, 4203.24, 147.85
YYYYBBPPYB, 0.0006012474, 15550.22, 120.13, 2871.80
YYYYBBPPYP, 0.0005210811, 15550.22, 2871.80, 120.13
YYYYBBPPBP, 0.0005210811, 16039.67, 3948.72, 120.13
YYYYBBYBYB, 0.0008004775, 13999.89, 166.33, 0.00
YYYYBBYBYP, 0.0013874942, 13999.89, 120.13, 1794.87
YYYYBBYBBP, 0.0013874942, 15550.22, 206.03, 1931.47
YYYYBBYPYP, 0.0006012475, 13999.89, 1661.00, 92.41
YYYYBBYPBP, 0.0012024948, 15550.22, 120.13, 2871.80
YYYYBBBPBP, 0.0006012475, 16039.67, 182.21, 3827.11
YYYYPPPPPP, 0.000028267033, 16039.67, 0.00, 221.77
YYYYPPPPYB, 0.0002258018, 15550.22, 2627.02, 147.85
YYYYPPPPYP, 0.00019569488, 15550.22, 0.00, 194.05
YYYYPPPPBP, 0.00019569488, 16039.67, 2681.66, 249.64
YYYYPPYBYB, 0.0006012474, 13999.89, 92.41, 1661.00
YYYYPPYBYP, 0.0010421621, 13999.89, 1794.87, 120.13
YYYYPPYBBP, 0.0010421621, 15550.22, 2871.80, 120.13
YYYYPPYPYP, 0.00045160358, 13999.89, 0.00, 166.33
YYYYPPYPBP, 0.0009032071, 15550.22, 1931.47, 206.03
YYYYPPBPBP, 0.00045160358, 16039.67, 3827.11, 182.21
YYYYYBYBYB, 0.0005336517, 11496.85, 138.61, 0.00
YYYYYBYBYP, 0.0013874943, 11496.85, 92.41, 1038.13
YYYYYBYBBP, 0.0013874943, 13999.89, 138.61, 1379.62
YYYYYBYPYP, 0.001202495, 11496.85, 1038.13, 92.41
YYYYYBYPBP, 0.0024049897, 13999.89, 1661.00, 92.41
YYYYYBBPBP, 0.001202495, 15550.22, 138.61, 2759.24
YYYYYPYPYP, 0.00034738737, 11496.85, 0.00, 138.61
YYYYYPYPBP, 0.0010421622, 13999.89, 1379.62, 138.61
YYYYYPBPBP, 0.0010421622, 15550.22, 2759.24, 138.61
YYYYBPBPBP, 0.00034738737, 16039.67, 4138.87, 138.61
YYBBBBBBBB, 0.00003335323, 11891.21, 295.70, 0.00
YYBBBBBBPP, 0.00010020791, 11891.21, 221.77, 8019.83
YYBBBBBBYB, 0.00026682584, 14674.77, 310.86, 0.00
YYBBBBBBYP, 0.00023124903, 14581.89, 221.77, 4612.15
YYBBBBBBBP, 0.00023124903, 11891.21, 334.15, 5012.40
YYBBBBPPPP, 0.0001129009, 11891.21, 8406.48, 147.85
YYBBBBPPYB, 0.0006012474, 14612.85, 565.11, 5655.62
YYBBBBPPYP, 0.0005210811, 14643.81, 147.85, 6694.44
YYBBBBPPBP, 0.0005210811, 11891.21, 194.05, 9002.76
YYBBBBYBYB, 0.0008004775, 15783.43, 249.78, 0.00
YYBBBBYBYP, 0.0013874942, 15752.47, 194.05, 4092.16
YYBBBBYBBP, 0.0013874942, 14612.85, 514.03, 3534.76
YYBBBBYPYP, 0.0006012475, 15752.47, 147.85, 5254.05
YYBBBBYPBP, 0.0012024948, 14581.89, 217.87, 6273.31
YYBBBBBPBP, 0.0006012475, 11891.21, 507.68, 6938.11
YYBBPPPPPP, 0.000056534067, 11891.21, 8019.83, 221.77
YYBBPPPPYB, 0.0004516036, 14643.81, 6694.44, 147.85
YYBBPPPPYP, 0.00039138977, 14386.99, 6547.46, 194.05
YYBBPPPPBP, 0.00039138977, 11891.21, 9002.76, 194.05
YYBBPPYBYB, 0.0012024948, 15752.47, 166.33, 5090.87
YYBBPPYBYP, 0.0020843241, 15783.43, 4661.29, 120.13
YYBBPPYBBP, 0.0020843241, 14674.77, 5773.96, 120.13
YYBBPPYPYP, 0.00090320717, 15752.47, 5090.87, 166.33
YYBBPPYPBP, 0.0018064142, 14386.99, 6999.94, 166.33
YYBBPPBPBP, 0.00090320717, 11891.21, 8909.02, 166.33
YYBBYBYBYB, 0.0010673034, 15976.87, 212.53, 0.00
YYBBYBYBYP, 0.0027749885, 15976.87, 166.33, 3181.79
YYBBYBYBBP, 0.0027749885, 15752.47, 278.70, 3181.79
YYBBYBYPYP, 0.00240499, 15976.87, 120.13, 3589.74
YYBBYBYPBP, 0.0048099793, 15752.47, 166.33, 5090.87
YYBBYBBPBP, 0.00240499, 14581.89, 527.02, 5114.95
YYBBYPYPYP, 0.00069477473, 15976.87, 3678.99, 138.61
YYBBYPYPBP, 0.0020843244, 15752.47, 5058.61, 138.61
YYBBYPBPBP, 0.0020843244, 14612.85, 166.33, 6869.50
YYBBBPBPBP, 0.00069477473, 11891.21, 7817.86, 138.61
YYPPPPPPPP, 0.0000106158395, 11891.21, 0.00, 295.70
YYPPPPPPYB, 0.00011306813, 14386.99, 5012.40, 221.77
YYPPPPPPYP, 0.00009799237, 14674.77, 0.00, 310.86
YYPPPPPPBP, 0.00009799237, 11891.21, 5012.40, 334.15
YYPPPPYBYB, 0.00045160358, 15752.47, 5254.05, 147.85
YYPPPPYBYP, 0.0007827794, 15752.47, 4092.16, 194.05
YYPPPPYBBP, 0.0007827794, 14581.89, 6273.31, 217.87
YYPPPPYPYP, 0.00033920442, 15783.43, 0.00, 249.78
YYPPPPYPBP, 0.00067840883, 14612.85, 3534.76, 514.03
YYPPPPBPBP, 0.00033920442, 11891.21, 7152.49, 300.07
YYPPYBYBYB, 0.0008016633, 15976.87, 138.61, 3678.99
YYPPYBYBYP, 0.0020843244, 15976.87, 3589.74, 120.13
YYPPYBYBBP, 0.0020843244, 15783.43, 4661.29, 120.13
YYPPYBYPYP, 0.0018064143, 15976.87, 3181.79, 166.33
YYPPYBYPBP, 0.0036128284, 15752.47, 5090.87, 166.33
YYPPYBBPBP, 0.0018064143, 14612.85, 6869.50, 166.33
YYPPYPYPYP, 0.0005218529, 15976.87, 0.00, 212.53
YYPPYPYPBP, 0.0015655588, 15752.47, 3181.79, 278.70
YYPPYPBPBP, 0.001565559, 14386.99, 5769.32, 262.82
YYPPBPBPBP, 0.0005218529, 11891.21, 8504.71, 242.18
YYYBYBYBYB, 0.0005336517, 15080.30, 184.81, 0.00
YYYBYBYBYP, 0.0018499922, 15080.30, 138.61, 2299.37
YYYBYBYBBP, 0.0018499922, 15976.87, 250.98, 2299.37
YYYBYBYPYP, 0.00240499, 15080.30, 2076.25, 92.41
YYYBYBYPBP, 0.0048099793, 15976.87, 138.61, 3678.99
YYYBYBBPBP, 0.00240499, 15752.47, 211.28, 4539.02
YYYBYPYPYP, 0.0013895495, 15080.30, 2299.37, 138.61
YYYBYPYPBP, 0.0041686487, 15976.87, 3678.99, 138.61
YYYBYPBPBP, 0.0041686487, 15783.43, 5053.24, 138.61
YYYBBPBPBP, 0.0013895495, 14674.77, 6414.05, 138.61
YYYPYPYPYP, 0.00030106906, 15080.30, 0.00, 184.81
YYYPYPYPBP, 0.001204276, 15976.87, 2299.37, 250.98
YYYPYPBPBP, 0.0018064143, 15752.47, 4539.02, 211.28
YYYPBPBPBP, 0.001204276, 14386.99, 6792.11, 195.40
YYBPBPBPBP, 0.00030106906, 11891.21, 9050.57, 189.05
BBBBBBBBBB, 0.0000066706457, 0.00, 369.62, 0.00
BBBBBBBBPP, 0.000025051977, 0.00, 295.70, 11891.21
BBBBBBBBYB, 0.00006670646, 7432.01, 408.07, 0.00
BBBBBBBBYP, 0.000057812256, 7432.01, 295.70, 5324.75
BBBBBBBBBP, 0.000057812256, 0.00, 408.07, 7432.01
BBBBBBPPPP, 0.000037633632, 0.00, 221.77, 16039.67
BBBBBBPPYB, 0.00020041582, 7432.01, 1298.70, 8019.83
BBBBBBPPYP, 0.0001736937, 7432.01, 221.77, 11943.56
BBBBBBPPBP, 0.0001736937, 0.00, 310.86, 14674.77
BBBBBBYBYB, 0.00026682584, 11185.07, 751.49, 0.00
BBBBBBYBYP, 0.00046249805, 11163.31, 697.48, 4974.17
BBBBBBYBBP, 0.00046249805, 7432.01, 957.02, 5012.40
BBBBBBYPYP, 0.00020041583, 11163.31, 221.77, 8718.79
BBBBBBYPBP, 0.00040083163, 7432.01, 329.91, 9492.99
BBBBBBBPBP, 0.00020041583, 0.00, 920.12, 11012.01
BBBBPPPPPP, 0.000028267033, 0.00, 16039.67, 221.77
BBBBPPPPYB, 0.0002258018, 7432.01, 10861.78, 147.85
BBBBPPPPYP, 0.00019569488, 7432.01, 8406.48, 2603.15
BBBBPPPPBP, 0.00019569488, 0.00, 15550.22, 194.05
BBBBPPYBYB, 0.0006012474, 11136.86, 1842.66, 5881.52
BBBBPPYBYP, 0.0010421621, 11170.56, 876.11, 8909.71
BBBBPPYBBP, 0.0010421621, 7432.01, 1913.92, 8854.47
BBBBPPYPYP, 0.00045160358, 11183.52, 147.85, 9667.04
BBBBPPYPBP, 0.0009032071, 7432.01, 194.05, 12378.29
BBBBPPBPBP, 0.00045160358, 0.00, 249.78, 15783.43
BBBBYBYBYB, 0.0005336517, 13521.68, 426.78, 0.00
BBBBYBYBYP, 0.0013874943, 13519.91, 558.58, 4620.10
BBBBYBYBBP, 0.0013874943, 11136.86, 1353.97, 3675.95
BBBBYBYPYP, 0.001202495, 13519.91, 194.05, 7572.77
BBBBYBYPBP, 0.0024049897, 11170.56, 781.26, 7418.70
BBBBYBBPBP, 0.001202495, 7432.01, 1664.51, 6938.11
BBBBYPYPYP, 0.00034738737, 13524.07, 147.85, 7746.00
BBBBYPYPBP, 0.0010421622, 11177.82, 194.05, 9957.04
BBBBYPBPBP, 0.0010421622, 7432.01, 276.78, 11251.49
BBBBBPBPBP, 0.00034738737, 0.00, 667.14, 13284.82
BBPPPPPPPP, 0.0000106158395, 0.00, 11891.21, 295.70
BBPPPPPPYB, 0.00011306813, 7432.01, 11943.56, 221.77
BBPPPPPPYP, 0.00009799237, 7432.01, 8019.83, 1298.70
BBPPPPPPBP, 0.00009799237, 0.00, 14674.77, 310.86
BBPPPPYBYB, 0.00045160358, 11126.35, 9784.53, 147.85
BBPPPPYBYP, 0.0007827794, 11000.29, 9924.43, 194.05
BBPPPPYBBP, 0.0007827794, 7432.01, 12378.29, 194.05
BBPPPPYPYP, 0.00033920442, 11136.86, 5881.52, 1842.66
BBPPPPYPBP, 0.00067840883, 7432.01, 9002.76, 1770.27
BBPPPPBPBP, 0.00033920442, 0.00, 15783.43, 249.78
BBPPYBYBYB, 0.0008016633, 13366.37, 674.30, 6416.63
BBPPYBYBYP, 0.0020843244, 13519.91, 166.33, 7968.58
BBPPYBYBBP, 0.0020843244, 11069.18, 8513.31, 120.13
BBPPYBYPYP, 0.0018064143, 13519.91, 7968.58, 166.33
BBPPYBYPBP, 0.0036128284, 11000.29, 9820.82, 166.33
BBPPYBBPBP, 0.0018064143, 7432.01, 11728.47, 166.33
BBPPYPYPYP, 0.0005218529, 13366.37, 6416.63, 674.30
BBPPYPYPBP, 0.0015655588, 10824.13, 7776.48, 1375.34
BBPPYPBPBP, 0.001565559, 7432.01, 8909.02, 2270.00
BBPPBPBPBP, 0.0005218529, 0.00, 15976.87, 212.53
BBYBYBYBYB, 0.0005336517, 15138.87, 291.56, 0.00
BBYBYBYBYP, 0.0018499922, 15147.10, 267.89, 4397.14
BBYBYBYBBP, 0.0018499922, 13449.76, 707.82, 3675.95
BBYBYBYPYP, 0.00240499, 15147.10, 166.33, 6240.34
BBYBYBYPBP, 0.0048099793, 13519.91, 252.24, 6868.91
BBYBYBBPBP, 0.00240499, 11012.01, 6470.09, 92.41
BBYBYPYPYP, 0.0013895495, 15147.10, 5969.52, 138.61
BBYBYPYPBP, 0.0041686487, 13519.91, 7332.12, 138.61
BBYBYPBPBP, 0.0041686487, 11000.29, 8701.71, 138.61
BBYBBPBPBP, 0.0013895495, 7432.01, 10079.90, 138.61
BBYPYPYPYP, 0.00030106906, 15045.99, 5881.52, 250.78
BBYPYPYPBP, 0.001204276, 13081.44, 7776.48, 429.61
BBYPYPBPBP, 0.0018064143, 11185.07, 166.33, 10123.77
BBYPBPBPBP, 0.001204276, 7432.01, 218.89, 12224.65
BBBPBPBPBP, 0.00030106906, 0.00, 15080.30, 184.81
PPPPPPPPPP, 0.0000015947347, 0.00, 0.00, 369.62
PPPPPPPPYB, 0.000021231679, 7432.01, 5324.75, 295.70
PPPPPPPPYP, 0.000018400786, 7432.01, 0.00, 408.07
PPPPPPPPBP, 0.000018400786, 0.00, 7432.01, 408.07
PPPPPPYBYB, 0.000113068134, 11163.31, 8718.79, 221.77
PPPPPPYBYP, 0.00019598474, 11163.31, 4974.17, 697.48
PPPPPPYBBP, 0.00019598474, 7432.01, 9492.99, 329.91
PPPPPPYPYP, 0.000084926716, 11185.07, 0.00, 751.49
PPPPPPYPBP, 0.00016985343, 7432.01, 5012.40, 957.02
PPPPPPBPBP, 0.000084926716, 0.00, 11183.52, 754.03
PPPPYBYBYB, 0.00030106906, 13524.07, 7746.00, 147.85
PPPPYBYBYP, 0.00078277953, 13519.91, 7572.77, 194.05
PPPPYBYBBP, 0.00078277953, 11177.82, 9957.04, 194.05
PPPPYBYPYP, 0.00067840883, 13452.51, 4758.58, 558.58
PPPPYBYPBP, 0.0013568177, 11170.56, 7720.10, 503.44
PPPPYBBPBP, 0.00067840883, 7432.01, 11251.49, 276.78
PPPPYPYPYP, 0.00019598474, 13527.17, 0.00, 415.34
PPPPYPYPBP, 0.0005879543, 11136.86, 3675.95, 1353.97
PPPPYPBPBP, 0.0005879543, 7432.01, 6938.11, 1664.51
PPPPBPBPBP, 0.00019598474, 0.00, 13518.58, 431.86
PPYBYBYBYB, 0.00040083163, 15045.99, 250.78, 5881.52
PPYBYBYBYP, 0.0013895496, 15142.46, 5424.82, 120.13
PPYBYBYBBP, 0.0013895496, 13464.16, 6805.20, 120.13
PPYBYBYPYP, 0.0018064143, 15147.10, 6240.34, 166.33
PPYBYBYPBP, 0.0036128284, 13527.17, 8018.45, 166.33
PPYBYBBPBP, 0.0018064143, 11185.07, 10123.77, 166.33
PPYBYPYPYP, 0.0010437059, 15079.69, 4535.61, 267.89
